fips	Elevation	Incidence	weight	Cancer	plot_type	alpha	tooltip
16083	 1.16248	 59.1000	254	Lung	bivariate	0.609	<b>Twin Falls, ID</b><br><i>pop. 64284</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>16.8</td><td>3.8</td></tr><tr><td>smoking</td><td>49.0</td><td>3.6</td></tr><tr><td>no_lung</td><td>421.2</td><td>1.8</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.2</td><td>-2.7</td></tr></table>
30013	 1.05983	 74.1000	283	Lung	bivariate	0.664	<b>Cascade, MT</b><br><i>pop. 80357</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.0</td><td>6.5</td></tr><tr><td>education</td><td>23.9</td><td>0.8</td></tr><tr><td>no_lung</td><td>388.3</td><td>0.2</td></tr><tr><td>black</td><td>1.5</td><td>-0.8</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.0</td></tr></table>
30017	 0.73941	 77.5000	108	Lung	bivariate	0.274	<b>Custer, MT</b><br><i>pop. 11696</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.0</td><td>6.5</td></tr><tr><td>no_lung</td><td>457.5</td><td>3.7</td></tr><tr><td>education</td><td>19.2</td><td>2.8</td></tr><tr><td>elevation</td><td>0.7</td><td>0.3</td></tr><tr><td>black</td><td>0.2</td><td>-1.7</td></tr></table>
30027	 1.25059	 62.8000	109	Lung	bivariate	0.276	<b>Fergus, MT</b><br><i>pop. 11893</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>no_lung</td><td>466.3</td><td>4.1</td></tr><tr><td>smoking</td><td>48.8</td><td>3.2</td></tr><tr><td>education</td><td>23.0</td><td>1.1</td></tr><tr><td>black</td><td>0.2</td><td>-1.7</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.4</td></tr></table>
30029	 0.99844	 62.5000	273	Lung	bivariate	0.645	<b>Flathead, MT</b><br><i>pop. 74471</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.6</td><td>8.8</td></tr><tr><td>no_lung</td><td>430.5</td><td>2.3</td></tr><tr><td>education</td><td>26.7</td><td>-0.5</td></tr><tr><td>elevation</td><td>1.0</td><td>-1.5</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr></table>
30031	 1.55282	 47.9000	260	Lung	bivariate	0.622	<b>Gallatin, MT</b><br><i>pop. 67831</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>47.9</td><td>1.9</td></tr><tr><td>no_lung</td><td>370.8</td><td>-0.7</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.6</td><td>-5.6</td></tr><tr><td>education</td><td>45.0</td><td>-8.4</td></tr></table>
30041	 0.86015	 77.4000	129	Lung	bivariate	0.332	<b>Hill, MT</b><br><i>pop. 16673</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.6</td><td>7.3</td></tr><tr><td>education</td><td>20.4</td><td>2.3</td></tr><tr><td>no_lung</td><td>401.9</td><td>0.9</td></tr><tr><td>elevation</td><td>0.9</td><td>-0.5</td></tr><tr><td>black</td><td>0.2</td><td>-1.7</td></tr></table>
30043	 1.60127	 96.0000	100	Lung	bivariate	0.250	<b>Jefferson, MT</b><br><i>pop. 10049</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>50.2</td><td>5.4</td></tr><tr><td>black</td><td>0.2</td><td>-1.7</td></tr><tr><td>no_lung</td><td>345.0</td><td>-2.1</td></tr><tr><td>education</td><td>32.0</td><td>-2.8</td></tr><tr><td>elevation</td><td>1.6</td><td>-5.9</td></tr></table>
30049	 1.29116	 73.3000	236	Lung	bivariate	0.575	<b>Lewis and Clark, MT</b><br><i>pop. 55716</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.8</td><td>7.6</td></tr><tr><td>no_lung</td><td>387.9</td><td>0.1</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.7</td></tr><tr><td>education</td><td>34.7</td><td>-3.9</td></tr></table>
30053	 1.09585	 87.9000	137	Lung	bivariate	0.353	<b>Lincoln, MT</b><br><i>pop. 18837</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>60.0</td><td>19.4</td></tr><tr><td>education</td><td>16.4</td><td>4.0</td></tr><tr><td>no_lung</td><td>389.0</td><td>0.2</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.2</td></tr></table>
30063	 1.09651	 62.5000	310	Lung	bivariate	0.710	<b>Missoula, MT</b><br><i>pop. 95802</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.6</td><td>4.5</td></tr><tr><td>no_lung</td><td>371.2</td><td>-0.7</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.3</td></tr><tr><td>education</td><td>38.4</td><td>-5.5</td></tr></table>
30067	 1.65706	 49.6000	125	Lung	bivariate	0.322	<b>Park, MT</b><br><i>pop. 15694</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>50.6</td><td>6.0</td></tr><tr><td>no_lung</td><td>396.6</td><td>0.6</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>education</td><td>31.4</td><td>-2.5</td></tr><tr><td>elevation</td><td>1.7</td><td>-6.3</td></tr></table>
30081	 1.39823	 51.4000	190	Lung	bivariate	0.479	<b>Ravalli, MT</b><br><i>pop. 36070</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.4</td><td>9.9</td></tr><tr><td>education</td><td>25.0</td><td>0.3</td></tr><tr><td>no_lung</td><td>355.8</td><td>-1.5</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.4</td><td>-4.4</td></tr></table>
30089	 1.16545	 59.4000	101	Lung	bivariate	0.253	<b>Sanders, MT</b><br><i>pop. 10227</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>56.6</td><td>14.6</td></tr><tr><td>education</td><td>15.6</td><td>4.4</td></tr><tr><td>no_lung</td><td>398.2</td><td>0.7</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.2</td><td>-2.8</td></tr></table>
30093	 1.73005	 59.2000	186	Lung	bivariate	0.470	<b>Silver Bow, MT</b><br><i>pop. 34606</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>54.9</td><td>12.1</td></tr><tr><td>education</td><td>22.9</td><td>1.2</td></tr><tr><td>no_lung</td><td>357.3</td><td>-1.4</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr><tr><td>elevation</td><td>1.7</td><td>-6.8</td></tr></table>
30111	 0.99780	 69.2000	360	Lung	bivariate	0.794	<b>Yellowstone, MT</b><br><i>pop. 129352</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>48.9</td><td>3.4</td></tr><tr><td>no_lung</td><td>438.5</td><td>2.7</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>education</td><td>29.0</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.0</td><td>-1.5</td></tr></table>
32001	 1.24885	 82.6000	155	Lung	bivariate	0.398	<b>Churchill, NV</b><br><i>pop. 23982</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.9</td><td>4.8</td></tr><tr><td>education</td><td>18.2</td><td>3.2</td></tr><tr><td>no_lung</td><td>404.2</td><td>1.0</td></tr><tr><td>black</td><td>1.9</td><td>-0.5</td></tr><tr><td>elevation</td><td>1.2</td><td>-3.4</td></tr></table>
32003	 0.65514	 71.3000	500	Lung	bivariate	1.000	<b>Clark, NV</b><br><i>pop. 1378009</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>10.0</td><td>4.9</td></tr><tr><td>smoking</td><td>48.3</td><td>2.6</td></tr><tr><td>education</td><td>21.7</td><td>1.7</td></tr><tr><td>elevation</td><td>0.7</td><td>0.9</td></tr><tr><td>no_lung</td><td>385.3</td><td>0.0</td></tr></table>
32005	 1.64554	 59.1000	203	Lung	bivariate	0.508	<b>Douglas, NV</b><br><i>pop. 41259</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.6</td><td>7.4</td></tr><tr><td>education</td><td>25.9</td><td>-0.1</td></tr><tr><td>no_lung</td><td>365.8</td><td>-1.0</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.6</td><td>-6.2</td></tr></table>
32007	 1.75552	 57.6000	213	Lung	bivariate	0.528	<b>Elko, NV</b><br><i>pop. 45291</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>15.8</td><td>4.3</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>no_lung</td><td>301.9</td><td>-4.3</td></tr><tr><td>elevation</td><td>1.8</td><td>-7.0</td></tr><tr><td>smoking</td><td>40.5</td><td>-8.6</td></tr></table>
32013	 1.50769	 56.0000	127	Lung	bivariate	0.326	<b>Humboldt, NV</b><br><i>pop. 16106</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>13.4</td><td>5.3</td></tr><tr><td>black</td><td>0.7</td><td>-1.3</td></tr><tr><td>no_lung</td><td>338.6</td><td>-2.4</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.2</td></tr><tr><td>smoking</td><td>40.9</td><td>-8.1</td></tr></table>
32019	 1.45403	 80.4000	186	Lung	bivariate	0.470	<b>Lyon, NV</b><br><i>pop. 34501</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>57.1</td><td>15.3</td></tr><tr><td>education</td><td>12.7</td><td>5.6</td></tr><tr><td>no_lung</td><td>397.3</td><td>0.6</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr><tr><td>elevation</td><td>1.5</td><td>-4.8</td></tr></table>
32031	 1.46328	 65.9000	500	Lung	bivariate	1.000	<b>Washoe, NV</b><br><i>pop. 339486</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.9</td><td>4.9</td></tr><tr><td>black</td><td>2.6</td><td>-0.1</td></tr><tr><td>education</td><td>26.7</td><td>-0.5</td></tr><tr><td>no_lung</td><td>367.6</td><td>-0.9</td></tr><tr><td>elevation</td><td>1.5</td><td>-4.9</td></tr></table>
35001	 1.63461	 44.2000	500	Lung	bivariate	1.000	<b>Bernalillo, NM</b><br><i>pop. 556678</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>3.4</td><td>0.5</td></tr><tr><td>smoking</td><td>46.7</td><td>0.3</td></tr><tr><td>no_lung</td><td>380.0</td><td>-0.3</td></tr><tr><td>education</td><td>31.5</td><td>-2.5</td></tr><tr><td>elevation</td><td>1.6</td><td>-6.1</td></tr></table>
35005	 1.10990	 62.9000	248	Lung	bivariate	0.598	<b>Chaves, NM</b><br><i>pop. 61382</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>15.7</td><td>4.3</td></tr><tr><td>black</td><td>2.3</td><td>-0.3</td></tr><tr><td>no_lung</td><td>370.5</td><td>-0.8</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.4</td></tr><tr><td>smoking</td><td>44.0</td><td>-3.5</td></tr></table>
35007	 2.13300	 32.7000	119	Lung	bivariate	0.305	<b>Colfax, NM</b><br><i>pop. 14189</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>19.9</td><td>2.5</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr><tr><td>smoking</td><td>45.3</td><td>-1.7</td></tr><tr><td>no_lung</td><td>315.9</td><td>-3.5</td></tr><tr><td>elevation</td><td>2.1</td><td>-9.8</td></tr></table>
35009	 1.30869	 59.0000	212	Lung	bivariate	0.527	<b>Curry, NM</b><br><i>pop. 45044</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>7.9</td><td>3.5</td></tr><tr><td>education</td><td>18.2</td><td>3.2</td></tr><tr><td>no_lung</td><td>333.9</td><td>-2.6</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.8</td></tr><tr><td>smoking</td><td>43.2</td><td>-4.8</td></tr></table>
35013	 1.23261	 43.5000	418	Lung	bivariate	0.884	<b>Dona Ana, NM</b><br><i>pop. 174682</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>25.4</td><td>0.1</td></tr><tr><td>black</td><td>2.0</td><td>-0.5</td></tr><tr><td>no_lung</td><td>343.8</td><td>-2.1</td></tr><tr><td>elevation</td><td>1.2</td><td>-3.2</td></tr><tr><td>smoking</td><td>37.8</td><td>-12.6</td></tr></table>
35015	 1.01084	 63.0000	227	Lung	bivariate	0.558	<b>Eddy, NM</b><br><i>pop. 51658</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>15.1</td><td>4.6</td></tr><tr><td>smoking</td><td>46.8</td><td>0.4</td></tr><tr><td>no_lung</td><td>377.9</td><td>-0.4</td></tr><tr><td>black</td><td>1.9</td><td>-0.5</td></tr><tr><td>elevation</td><td>1.0</td><td>-1.6</td></tr></table>
35017	 1.84299	 39.7000	188	Lung	bivariate	0.474	<b>Grant, NM</b><br><i>pop. 35232</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>24.1</td><td>0.7</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>no_lung</td><td>341.8</td><td>-2.2</td></tr><tr><td>smoking</td><td>43.5</td><td>-4.3</td></tr><tr><td>elevation</td><td>1.8</td><td>-7.7</td></tr></table>
35025	 1.12207	 67.7000	236	Lung	bivariate	0.574	<b>Lea, NM</b><br><i>pop. 55511</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>12.9</td><td>5.5</td></tr><tr><td>black</td><td>4.8</td><td>1.4</td></tr><tr><td>smoking</td><td>45.8</td><td>-1.1</td></tr><tr><td>no_lung</td><td>349.3</td><td>-1.8</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.4</td></tr></table>
35027	 2.05568	 39.7000	139	Lung	bivariate	0.359	<b>Lincoln, NM</b><br><i>pop. 19411</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.1</td><td>3.8</td></tr><tr><td>education</td><td>23.9</td><td>0.8</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr><tr><td>no_lung</td><td>312.8</td><td>-3.7</td></tr><tr><td>elevation</td><td>2.1</td><td>-9.2</td></tr></table>
35028	 2.16274	 24.5000	135	Lung	bivariate	0.349	<b>Los Alamos, NM</b><br><i>pop. 18343</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>no_lung</td><td>407.3</td><td>1.1</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr><tr><td>smoking</td><td>44.5</td><td>-2.9</td></tr><tr><td>elevation</td><td>2.2</td><td>-10.0</td></tr><tr><td>education</td><td>64.0</td><td>-16.6</td></tr></table>
35029	 1.32874	 53.0000	158	Lung	bivariate	0.406	<b>Luna, NM</b><br><i>pop. 25016</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>13.5</td><td>5.3</td></tr><tr><td>black</td><td>1.2</td><td>-1.0</td></tr><tr><td>no_lung</td><td>351.7</td><td>-1.7</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.9</td></tr><tr><td>smoking</td><td>39.6</td><td>-10.0</td></tr></table>
35035	 1.47471	 58.3000	250	Lung	bivariate	0.601	<b>Otero, NM</b><br><i>pop. 62298</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>17.7</td><td>3.4</td></tr><tr><td>black</td><td>4.5</td><td>1.2</td></tr><tr><td>smoking</td><td>46.6</td><td>0.2</td></tr><tr><td>no_lung</td><td>340.7</td><td>-2.3</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.0</td></tr></table>
35037	 1.26037	 85.5000	101	Lung	bivariate	0.252	<b>Quay, NM</b><br><i>pop. 10155</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>14.8</td><td>4.7</td></tr><tr><td>smoking</td><td>46.5</td><td>-0.1</td></tr><tr><td>no_lung</td><td>378.7</td><td>-0.3</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.4</td></tr></table>
35039	 2.03226	 27.5000	203	Lung	bivariate	0.507	<b>Rio Arriba, NM</b><br><i>pop. 41190</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>16.1</td><td>4.1</td></tr><tr><td>smoking</td><td>49.2</td><td>3.9</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>no_lung</td><td>325.1</td><td>-3.1</td></tr><tr><td>elevation</td><td>2.0</td><td>-9.0</td></tr></table>
35041	 1.23935	 67.8000	134	Lung	bivariate	0.346	<b>Roosevelt, NM</b><br><i>pop. 18018</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>21.2</td><td>1.9</td></tr><tr><td>no_lung</td><td>394.2</td><td>0.5</td></tr><tr><td>black</td><td>2.0</td><td>-0.5</td></tr><tr><td>elevation</td><td>1.2</td><td>-3.3</td></tr><tr><td>smoking</td><td>40.0</td><td>-9.3</td></tr></table>
35043	 1.69457	 44.8000	300	Lung	bivariate	0.694	<b>Sandoval, NM</b><br><i>pop. 89908</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>no_lung</td><td>395.6</td><td>0.5</td></tr><tr><td>black</td><td>2.2</td><td>-0.3</td></tr><tr><td>education</td><td>28.4</td><td>-1.2</td></tr><tr><td>smoking</td><td>45.5</td><td>-1.4</td></tr><tr><td>elevation</td><td>1.7</td><td>-6.6</td></tr></table>
35047	 2.05931	 38.5000	174	Lung	bivariate	0.442	<b>San Miguel, NM</b><br><i>pop. 30126</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>23.3</td><td>1.0</td></tr><tr><td>black</td><td>1.1</td><td>-1.1</td></tr><tr><td>no_lung</td><td>318.8</td><td>-3.4</td></tr><tr><td>smoking</td><td>43.4</td><td>-4.5</td></tr><tr><td>elevation</td><td>2.1</td><td>-9.2</td></tr></table>
35049	 2.04993	 37.8000	360	Lung	bivariate	0.794	<b>Santa Fe, NM</b><br><i>pop. 129292</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>no_lung</td><td>375.8</td><td>-0.5</td></tr><tr><td>black</td><td>0.9</td><td>-1.2</td></tr><tr><td>smoking</td><td>44.8</td><td>-2.5</td></tr><tr><td>education</td><td>40.0</td><td>-6.2</td></tr><tr><td>elevation</td><td>2.0</td><td>-9.2</td></tr></table>
35051	 1.47006	 60.2000	115	Lung	bivariate	0.294	<b>Sierra, NM</b><br><i>pop. 13270</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>50.7</td><td>6.0</td></tr><tr><td>education</td><td>16.8</td><td>3.8</td></tr><tr><td>no_lung</td><td>382.4</td><td>-0.1</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.0</td></tr></table>
35053	 1.61397	 49.0000	134	Lung	bivariate	0.346	<b>Socorro, NM</b><br><i>pop. 18078</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>22.3</td><td>1.5</td></tr><tr><td>no_lung</td><td>370.9</td><td>-0.7</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr><tr><td>elevation</td><td>1.6</td><td>-6.0</td></tr><tr><td>smoking</td><td>40.9</td><td>-8.1</td></tr></table>
35055	 2.39819	 35.9000	173	Lung	bivariate	0.441	<b>Taos, NM</b><br><i>pop. 29979</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>46.6</td><td>0.2</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr><tr><td>no_lung</td><td>356.3</td><td>-1.5</td></tr><tr><td>education</td><td>30.1</td><td>-1.9</td></tr><tr><td>elevation</td><td>2.4</td><td>-11.7</td></tr></table>
35057	 1.97080	 55.2000	130	Lung	bivariate	0.335	<b>Torrance, NM</b><br><i>pop. 16911</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>14.0</td><td>5.0</td></tr><tr><td>black</td><td>2.0</td><td>-0.5</td></tr><tr><td>no_lung</td><td>359.7</td><td>-1.3</td></tr><tr><td>smoking</td><td>45.2</td><td>-1.8</td></tr><tr><td>elevation</td><td>2.0</td><td>-8.6</td></tr></table>
35061	 1.51823	 57.1000	257	Lung	bivariate	0.616	<b>Valencia, NM</b><br><i>pop. 66162</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>16.8</td><td>3.8</td></tr><tr><td>no_lung</td><td>385.1</td><td>-0.0</td></tr><tr><td>black</td><td>1.6</td><td>-0.7</td></tr><tr><td>smoking</td><td>44.2</td><td>-3.3</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.3</td></tr></table>
41001	 1.17598	 65.8000	129	Lung	bivariate	0.333	<b>Baker, OR</b><br><i>pop. 16741</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.3</td><td>9.8</td></tr><tr><td>education</td><td>20.5</td><td>2.2</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr><tr><td>no_lung</td><td>351.4</td><td>-1.7</td></tr><tr><td>elevation</td><td>1.2</td><td>-2.8</td></tr></table>
41003	 0.10470	 58.0000	280	Lung	bivariate	0.657	<b>Benton, OR</b><br><i>pop. 78153</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>4.9</td></tr><tr><td>no_lung</td><td>421.0</td><td>1.8</td></tr><tr><td>black</td><td>1.2</td><td>-1.0</td></tr><tr><td>smoking</td><td>42.0</td><td>-6.4</td></tr><tr><td>education</td><td>47.9</td><td>-9.6</td></tr></table>
41005	 0.12243	 58.6000	500	Lung	bivariate	1.000	<b>Clackamas, OR</b><br><i>pop. 338391</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.9</td><td>4.8</td></tr><tr><td>elevation</td><td>0.1</td><td>4.8</td></tr><tr><td>no_lung</td><td>398.5</td><td>0.7</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr><tr><td>education</td><td>31.4</td><td>-2.5</td></tr></table>
41007	 0.08060	 75.4000	189	Lung	bivariate	0.476	<b>Clatsop, OR</b><br><i>pop. 35630</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.7</td><td>8.9</td></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>education</td><td>21.6</td><td>1.8</td></tr><tr><td>no_lung</td><td>404.8</td><td>1.0</td></tr><tr><td>black</td><td>0.7</td><td>-1.3</td></tr></table>
41009	 0.12409	 86.1000	209	Lung	bivariate	0.519	<b>Columbia, OR</b><br><i>pop. 43560</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>55.6</td><td>13.2</td></tr><tr><td>elevation</td><td>0.1</td><td>4.8</td></tr><tr><td>education</td><td>16.8</td><td>3.8</td></tr><tr><td>no_lung</td><td>404.2</td><td>1.0</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr></table>
41011	 0.07516	 79.6000	251	Lung	bivariate	0.603	<b>Coos, OR</b><br><i>pop. 62779</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>56.9</td><td>15.0</td></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>education</td><td>18.3</td><td>3.2</td></tr><tr><td>no_lung</td><td>391.3</td><td>0.3</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr></table>
41013	 1.00498	 68.9000	138	Lung	bivariate	0.357	<b>Crook, OR</b><br><i>pop. 19182</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>54.4</td><td>11.3</td></tr><tr><td>education</td><td>15.4</td><td>4.4</td></tr><tr><td>no_lung</td><td>412.9</td><td>1.4</td></tr><tr><td>elevation</td><td>1.0</td><td>-1.6</td></tr><tr><td>black</td><td>0.1</td><td>-1.7</td></tr></table>
41015	 0.14325	 74.1000	145	Lung	bivariate	0.374	<b>Curry, OR</b><br><i>pop. 21137</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>56.1</td><td>13.8</td></tr><tr><td>elevation</td><td>0.1</td><td>4.6</td></tr><tr><td>education</td><td>18.5</td><td>3.1</td></tr><tr><td>no_lung</td><td>389.2</td><td>0.2</td></tr><tr><td>black</td><td>0.3</td><td>-1.6</td></tr></table>
41017	 1.09946	 58.5000	340	Lung	bivariate	0.761	<b>Deschutes, OR</b><br><i>pop. 115367</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.6</td><td>8.8</td></tr><tr><td>no_lung</td><td>417.8</td><td>1.7</td></tr><tr><td>education</td><td>29.1</td><td>-1.5</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.3</td></tr></table>
41019	 0.26616	 78.2000	317	Lung	bivariate	0.723	<b>Douglas, OR</b><br><i>pop. 100399</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>57.0</td><td>15.0</td></tr><tr><td>education</td><td>15.5</td><td>4.4</td></tr><tr><td>elevation</td><td>0.3</td><td>3.8</td></tr><tr><td>no_lung</td><td>394.1</td><td>0.5</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr></table>
41027	 0.36833	 61.2000	143	Lung	bivariate	0.368	<b>Hood River, OR</b><br><i>pop. 20411</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.4</td><td>3.0</td></tr><tr><td>education</td><td>25.9</td><td>-0.1</td></tr><tr><td>no_lung</td><td>369.9</td><td>-0.8</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>smoking</td><td>44.0</td><td>-3.6</td></tr></table>
